date,id,content,user,place_id,reply_count,like_count,retweet_count,retweeted_tweet
2019-12-18 13:43:21+00:00,1207295288492412928,Now it’s revealed that Greta Thunberg’s stage mother pitched a reality show about Greta and climate in 2016 - two years before her school strike became a manufactured phenomenon. H/t @elleprovocateur https://t.co/PJEvSG2LsG,cordeliers,,11,186,105,
2019-12-18 13:22:59+00:00,1207290160037146625,"Schools are terrorizing our kids with Greta Thunberg’s apocalyptic nonsense.

Kids go to school to LEARN, not to be ideologically indoctrinated with the far left’s latest fads. If you’re a parent, please call your school and protest. 
https://t.co/T2ZMrB2S4H",MaximeBernier,,320,2282,933,
2019-12-18 07:53:52+00:00,1207207335418040320,"I’m taking bets on how long before his sexual proclivities are exposed 

‘Kill the gays’ pastor suggests climate activist Greta Thunberg is demonically possessed and ‘needs Jesus’ | Raw Story https://t.co/jN61cTlOuh",kimmyifuplease,,146,415,132,
2019-12-18 06:38:43+00:00,1207188423296995328,The comments under any Greta Thunberg post https://t.co/uxxouUnZ2m,jkass99,,94,2018,179,
2019-12-18 05:19:37+00:00,1207168517180723200,"I'm truly sorry but Evangelicals are idiots.  This isn't religion.  And these so called pastors should be in jail.

""CONSERVATIVE EVANGELICAL PASTOR SAYS GRETA THUNBERG IS 'PSYCHOLOGICALLY DISTURBED,' POSSESSED BY 'DEMONIC SPIRITS' AND 'NEEDS JESUS'"" 
 https://t.co/2QyjIdmfX2",OMGno2trump,,334,2694,1043,
2019-12-18 04:22:09+00:00,1207154055379922945,"Left-wing actress Alyssa Milano took the stage at the Los Angeles impeachment rally and announced that if President Donald Trump “thought Greta [Thunberg] was angry, he’s seen nothing yet — I’m premenopausal and I am angry.” https://t.co/24EuG05Mqv",BreitbartNews,,1865,679,185,
2019-12-18 02:07:45+00:00,1207120234278051840,"Trump's evangelicals are totally obsessed with murdering people. Why is that?

 ‘Kill the gays’ pastor suggests climate activist Greta Thunberg is demonically possessed and ‘needs Jesus’ - https://t.co/18REsQRsbs",psychdr100,,528,953,601,
2019-12-17 23:02:08+00:00,1207073522427846656,"In less than one year, AG Barr...

• Saved the Constitution

• Protected the Trump presidency from the Deep State

In contrast, Greta Thunberg...

• Dropped out of school

William Barr is truly THE person of the year! https://t.co/KRr4WZLDs2",RyanAFournier,,64,1481,382,
2019-12-17 20:40:38+00:00,1207037912828633090,"A Toronto school played Greta Thunberg’s speech and showed a clock with a countdown of humanity’s doom. One mother says her child who saw the presentation has been extremely distressed, thinking everyone will die soon. https://t.co/MAwZA0sIIs",MrAndyNgo,,296,1628,596,
2019-12-17 13:49:03+00:00,1206934332453085186,Trump’s repugnant hit on Greta Thunberg borders on child abuse. What grown man gets kicks from trashing a 16-year-old? One who still yearns to be on the cover of Time as person on the year and got beat out by a 16-year-old.,RepSpeier,,64,1324,238,
2019-12-17 13:31:32+00:00,1206929924768116741,"Greta Thunberg claims she’s not ‘political.’

Let’s see...

She held a meeting with Barack Obama

She called AOC  ‘incredible’

She met with Al Gore

She said she would put leaders that didn’t support her extremism ‘against the wall.’

She sounds political to me!",DanielTurnerPTF,,136,2678,540,
2019-12-17 11:35:00+00:00,1206900600065187840,"An ode to Greta Thunberg, who is the antidote to Donald Trump in many ways: a gifted public speaker, not because she stirs up chaos and hate through incoherent rants, but because she speaks elegantly and intelligently. https://t.co/TTzy4qS9X9",NewYorker,,50,1264,312,
2019-12-17 04:30:04+00:00,1206793659997442050,Greta Thunberg Tweets Pic Of Herself On Floor Of ‘Overcrowded’ Train. Train Company Rips Her For Not Telling Full Story. https://t.co/uY576GrFPu,Thomas1774Paine,,53,299,140,
2019-12-17 02:35:03+00:00,1206764715415916544,"Greta Thunberg is only the 5th woman to win TIME’s “Person of the Year” award in its over 90-year history. #TIMEpoy via @washingtonpost 

https://t.co/NVfonDHH1w",UN_Women,,11,863,337,
2019-12-17 00:05:45+00:00,1206727142781935616,"Trump:

Greta Thunberg: https://t.co/VCNPZ3J0Ru",bobbyteriyaki,,2,1983,313,
2019-12-16 23:16:14+00:00,1206714682637205507,"NEW on @HumanEvents:

TIME wants to tell you that Greta Thunberg is the person of the year.

Wrong.

It's Attorney General Bill Barr.

William Barr: Man Of The Year. https://t.co/Ck5xGFjYiR",willchamberlain,,84,1239,333,
2019-12-16 23:12:24+00:00,1206713715581698048,"In case you're wondering... Greta Thunberg is full of shit.  And a German Railway company called her out on it.
https://t.co/jGC41XifiL",TimRunsHisMouth,,38,479,112,
2019-12-16 17:08:49+00:00,1206622217884360704,"It just gets worse for lyin' Greta. 

German Press confirm Thunberg staged a photo of herself sitting on the floor, when in fact she had moved from her First Class seat. 

Oops!!   #GretaThunberg #traingate https://t.co/qsW8GtPb2x",AvonandsomerRob,,39,194,124,
2019-12-16 16:55:44+00:00,1206618925313613824,"Column: Limbaugh attacks Greta Thunberg, suggesting people with autism are ‘not well.’ He’s wrong — and vile https://t.co/ALhCVGtYAH",415holgate,,185,333,162,
2019-12-16 16:23:53+00:00,1206610908761481217,"In attacking Greta Thunberg, the ever-bilious Rush Limbaugh suggested people with autism are ""not well.""

That made me angry. Very, very angry.

My column:

https://t.co/lLAxJQJssU",RexHuppke,,107,638,226,
2019-12-16 16:11:30+00:00,1206607792464973824,@alexandra_u_o @GretaThunberg @rogerturesson The German rail company owe Greta Thunberg an apology for implying that she was not telling the truth. @DB_Presse,maharbal57,,42,3822,207,
2019-12-16 16:09:47+00:00,1206607360795561986,She lied. Again. Greta Thunberg Tweets Pic Of Herself On Floor Of ‘Overcrowded’ Train. Train Company Rips Her For Not Telling Full Story👇🏻 https://t.co/ktuh03cYPD,FernandoAmandi,,21,169,158,
2019-12-16 15:45:23+00:00,1206601223018708993,Trust nothing Dana Loesch says. This is NOT Greta Thunberg: https://t.co/0q4qABHvkC,shannonrwatts,,43,824,165,
2019-12-16 14:02:09+00:00,1206575240589053952,"Jake Levine, fmr. climate aide to Pres. Obama: ""If we had a president who exhibited even half of the leadership that Greta Thunberg has shown, or even half of her intelligence or half of her moral clarity on this issue, we'd be in a much different place.""

https://t.co/VUAwpip6do",MSNBC,,91,981,237,
2019-12-16 13:03:53+00:00,1206560577369317376,"This Trump supporter has done more for the planet than Greta Thunberg - and he's done it with a cheerful and loving heart 

Thank you, @ScottPresler for all you do. 

https://t.co/m0dsp4Jzji",WayneDupreeShow,,263,7984,2784,
2019-12-16 12:40:59+00:00,1206554814936600576,German railway calls out  Greta Thunberg who lied about overcrowded trains and having to sit on floor. The little liar forgot to mention she travels in first class!,lilibellmia,,54,280,237,
2019-12-16 07:38:05+00:00,1206478588209455110,"Jake Levine, fmr. climate aide to Pres. Obama: ""If we had a president who exhibited even half of the leadership that Greta Thunberg has shown, or even half of her intelligence or half of her moral clarity on this issue, we'd be in a much different place.""

https://t.co/MMFVHcJLfW",MSNBC,,72,1380,302,
2019-12-16 06:06:34+00:00,1206455555772047360,"When the president of the United States cyberbullies 16-year-old Greta Thunberg, what it says to girls is: no matter what you do, no matter how much you achieve, powerful men will try to cut you down https://t.co/oSjeelMz9f",TheDailyEdge,,27,362,209,
2019-12-16 02:28:49+00:00,1206400758221922304,"MANIPULATION: Greta Thunberg's Handlers Post Tweet Complaining About 'Crowded Train,' Train Company Says She Had First Class Seat. https://t.co/1cayZ5SFZo",SpencerFernando,,80,760,342,
2019-12-16 00:44:18+00:00,1206374456446205953,"Greta Thunberg misleads public in tweet and photo about an ""overcrowded"" German train showing she was seated on the floor. Deutsche Bahn has responded, saying she and her team had first class seating. https://t.co/xwdllW0y1P",MrAndyNgo,,1656,16652,6582,
2019-12-16 00:40:55+00:00,1206373607376470016,Greta Thunberg Tweets Pic Of Herself On Floor Of ‘Overcrowded’ Train. Train Company Rips Her For Not Telling Full Story. https://t.co/2p6vjjsODY,RealSaavedra,,1643,10536,3207,
2019-12-15 22:12:44+00:00,1206336315375210496,"Greta Thunberg tweeted a picture of her on the floor of a train with the comment “traveling on overcrowded trains through Germany. And I’m finally on my way home!”

German railway Deutsche Bahn says Thunberg had a seat in first class. https://t.co/HpeguURP4W",NatashaFatah,,70,398,286,
2019-12-15 22:12:09+00:00,1206336168859705344,"@realDonaldTrump Again, I will say that I am a 21-year Army veteran who just retired last year. And with all that experience, I would go to war for Greta Thunberg before I would for Donald Trump. Commander-in-Chief, my ass. #GretaThunbergOutdidTrump #TimePersonoftheYear2019",PeoplesCourt79,,1058,11845,829,
2019-12-15 20:00:05+00:00,1206302933324910593,"“I will be home for Christmas and then I will take a holiday break because you need to take rest,” said Greta Thunberg, the seemingly tireless 16-year-old climate activist. “Otherwise you cannot do this all the time.” https://t.co/oso5jMsTe0",nytimes,,295,4710,464,
2019-12-15 19:18:04+00:00,1206292359249571841,"Jake Levine, fmr. climate aide to Pres. Obama: ""If we had a president who exhibited even half of the leadership that Greta Thunberg has shown, or even half of her intelligence or half of her moral clarity on this issue, we'd be in a much different place.""

https://t.co/PwDVBYAoQd",MSNBC,,212,3780,804,
2019-12-15 18:45:14+00:00,1206284095501799427,Greta Thunberg has been taken to task by the German railway after tweeting a photo of herself sitting on the floor of a train surrounded by lots of bags https://t.co/SIP1iuH3R9,SkyNews,,313,577,221,
2019-12-15 15:31:07+00:00,1206235244619272193,"Time magazine has chosen Greta Thunberg as person of the year. The 16-year-old Swedish climate activist, known for holding world leaders accountable for their role in the climate crisis, is the youngest individual to receive this recognition. https://t.co/j6AWjKskWo https://t.co/9UHvdVvZvG",CNN,,136,1226,252,
2019-12-15 15:04:51+00:00,1206228632835940352,Greta Thunberg has defended herself in a Twitter spat with German railway service Deutsche Bahn. She said her trains through Germany were 'overcrowded'. The rail firm said she should have mentioned the friendly staff who treated her well in first-class.  https://t.co/QepDki0NdQ,AFP,,411,1203,455,
2019-12-15 09:31:03+00:00,1206144631068659713,"Time magazine has chosen Greta Thunberg as person of the year. The 16-year-old Swedish climate activist, known for holding world leaders accountable for their role in the climate crisis, is the youngest individual to receive this recognition. https://t.co/suasjftKEC https://t.co/iaj7JH0GvB",cnni,,44,888,213,
2019-12-15 09:31:03+00:00,1206144630653366272,"Time magazine has chosen Greta Thunberg as person of the year. The 16-year-old Swedish climate activist, known for holding world leaders accountable for their role in the climate crisis, is the youngest individual to receive this recognition. https://t.co/Rh3iTBw4Ih https://t.co/nGddl9qEPv",CNN,,105,1656,306,
2019-12-15 08:31:36+00:00,1206129667448737792,Greta Thunberg apologises for 'put leaders against the wall' comment https://t.co/j884BXVUJ0,BBCWorld,,500,1254,212,
2019-12-15 02:53:35+00:00,1206044602488082433,"Just to clear some things up:

(1) The point is not that either Greta Thunberg or other autistic people should be shielded/protected from criticism. The point is that such criticism must not depend on dangerous ableist tropes about disability in general or autism in particular.",autistichoya,,3,552,134,
2019-12-14 22:27:00+00:00,1205977514994262016,"""Almost nothing is being done apart from clever accounting and creative PR.""

Watch teen climate activist Greta Thunberg's mic-drop moment at COP25. https://t.co/D2TPCryhoG",ajplus,,23,987,406,
2019-12-14 22:18:10+00:00,1205975292990369792,"Melania Trump was furious when her 13-year-old son Barron was mentioned during an impeachment inquiry hearing, but she has no apparent problem with her husband Twitter-taunting 16-year-old climate activist Greta Thunberg. What a hypocrite!!
#NyetBeBest  https://t.co/xj2q0xgeJ9",RobertCooper58,,492,4863,1761,
2019-12-14 22:17:10+00:00,1205975040614899713,"Liberals say attacking President Trump’s son Barron is fair game, but saying anything about Greta Thunberg who wears Antifa shirts is bullying..",RealMattCouch,,71,1267,365,
2019-12-14 21:14:17+00:00,1205959214763511808,"Teen climate activist Greta Thunberg apologizes for saying politicians should be put ""against the wall."" The expression in Swedish describes a situation when someone is forced to address difficult questions. https://t.co/4e5mw8VvZ8",AP,,574,1242,275,
2019-12-14 21:03:46+00:00,1205956571450216455,"People like #GretaThunberg DO NOT contribute anything to the world, they are only puppets of globalism to foster fanaticism in the ignorant.  It is also a mechanism to steal public funds from countries. @Lrihendry @RedNationRising @AppSame @parscale @RealDrGina @bfraser747 @sxdoc https://t.co/xbr17HBtCO",LATAMforTRUMP,,53,456,318,
2019-12-14 20:17:06+00:00,1205944824576086016,"Climate Alarmist Greta Thunberg Says ""We Will Put World Leaders Against The Wall."" 🤔 

Wow. Sweet kid.😳 It just me or is this one a dead ringer for a sociopath? Kids are great but this indoctrinated, narcissistic, drivel spewing robot's a little creepy.  https://t.co/GRGhCdEW11",chesleydohl,,2511,6297,2425,
2019-12-14 18:43:30+00:00,1205921269088161793,"Why is the president of the United States cyberbullying a 16-year-old girl? 

Bullying man-baby Donald Trump, threatened, triggered &amp; projecting, as usual. Love &amp; appreciation for brilliant, inspirational environmental activist Greta Thunberg. #NyetBeBest https://t.co/YD5vO5elGF",WordswithSteph,,65,449,222,
2019-12-14 17:33:00+00:00,1205903527547043842,"‘Ignore the doubters and know that millions of people are cheering you on’ — From Michelle Obama to Stephen Colbert, these celebrities are stepping forward to defend Greta Thunberg after Trump bullied the 16-year-old on Twitter following her Time’s Person of the Year win https://t.co/0dCMUNHcT1",nowthisnews,,41,738,258,
2019-12-14 17:01:00+00:00,1205895474672128001,Mr. “Don’t-Talk-About-My-Teenage-Son” is bullying 16-year-old Greta Thunberg on Twitter. https://t.co/NQTrwdmLr0,TheDailyShow,,63,4099,752,
2019-12-14 15:46:04+00:00,1205876620113989633,Michelle Obama sends note of support to Greta Thunberg after President Trump mocked the teen climate activist who he lost out to for Time's Person of the Year honor. https://t.co/AwmPI0wPXO,MSNBC,,115,1692,336,
2019-12-14 15:10:16+00:00,1205867609960390656,"I’m still waiting on Melania to defend Greta Thunberg. I guess Melania doesn’t care if her 73-year-old husband attacks children. Makes sense, since Melania doesn’t even care that he locks kids in cages. #NyetBeBest",funder,,781,17608,4067,
2019-12-14 15:09:29+00:00,1205867413234958337,"I don't give a damn what Greta Thunberg's opinion is on any topic and never will. 

You?",catturd2,,1684,6796,1399,
2019-12-14 14:40:17+00:00,1205860064197779456,"""Greta Thunberg says 'we will put world leaders against the wall'."" https://t.co/d5NpMElXVJ via @MailOnline",wierdduk,,263,268,141,
2019-12-14 14:40:04+00:00,1205860007662764032,"And, #GretaThunberg, know that many are not cheering you, as you are mute about the world's biggest carbon-emitter. How can you call yourself a climate activist when you do not speak out on #China?",GordonGChang,,89,1064,432,
2019-12-14 14:31:05+00:00,1205857749868916742,"Time magazine has chosen Greta Thunberg as person of the year. The 16-year-old Swedish climate activist, known for holding world leaders accountable for their role in the climate crisis, is the youngest individual to receive this recognition. https://t.co/3YHGfuqBXI https://t.co/BzAKRaBPy6",CNN,,165,2064,393,
2019-12-14 14:31:05+00:00,1205857747549511680,"Time magazine has chosen Greta Thunberg as person of the year. The 16-year-old Swedish climate activist, known for holding world leaders accountable for their role in the climate crisis, is the youngest individual to receive this recognition. https://t.co/zoJ5bz9bRf https://t.co/86RT0wSfbU",cnni,,35,621,184,
2019-12-14 14:28:55+00:00,1205857202239660033,"One thing that isn’t lost on me and makes me grateful is that I, an #ActuallyAutistic journalist, got to edit @autistichoya, who is autistic, for a piece about Greta Thunberg, probably the most prominent autistic person in the world right now. https://t.co/FIYnMs3wWW",EricMGarcia,,10,610,182,
2019-12-14 14:11:59+00:00,1205852941602742272,"@joncoopertweets .#NyetBeBest
After living in the United States for 20 years, does Melania Trump speak better English than Greta Thunberg? https://t.co/Clrjbf2ndj",PuestoLoco,,77,716,235,
